アカリ	明かり
メンドウクサイ	面倒臭い
ソリ	反り
モウシブン	申し分
ジュウ	住
ソラス	逸らす
ムコ	婿
サイハツ	再発
カイ	下位
ジョウイ	上位
キンガン	近眼
ケンサク	検索
テンニン	転任
ナオサラ	尚更
ホンカク	本格
ユウキ	有機
サク	咲く
アザムク	欺く
オツリ	お釣り
ツリアウ	釣り合う
ヤカン	薬缶
セイイク	成育
カレシ	彼氏
コウハイ	荒廃
シンロ	針路
ショク	職
サカバ	酒場
ショウゲン	証言
ショウニン	証人
ワズラワシイ	煩わしい
カンヨ	関与
スソ	裾
エモノ	獲物
シキル	仕切る
ニエル	煮える
ソクスル	即する
ドボク	土木
トナエル	唱える
キュウチ	旧知
ショクリョウヒン	食料品
クダク	砕く
クダケル	砕ける
カザグルマ	風車
ナゲク	嘆く
ユウイ	優位
ダンゲン	断言
ナニモ	何も
ナンベイ	南米
ハン	班
カシヤ	貸家
シタドリ	下取り
キカク	規格
キヤク	規約
ガクジュツ	学術
センジュツ	戦術
カソクド	加速度
シンテン	進展
タマタマ	偶々
カスム	霞む
シュドウ	主導
カイアク	改悪
ザンキン	残金
タク	宅
サイ	最
ミガク	磨く
ミンゾク	民俗
タダ	只
ケイビ	警備
ホイク	保育
イクセイ	育成
ハク	履く
チャッコウ	着工
シカケル	仕掛ける
モホウ	模倣
ナイセン	内線
キフウ	気風
ケガ	怪我
ガイヨウ	概要
ノウサンブツ	農産物
フクシ	副詞
シツギ	質疑
ジッシツ	実質
オナイドシ	同い年
ネン	念
スイテキ	水滴
キセン	汽船
イキガイ	域外
ジャリ	砂利
リュウイキ	流域
ショクエン	食塩
ソウ	然う
サッキュウ	早急
セイゼン	整然
チュウガエリ	宙返り
ビリョウ	微量
シンサ	審査
ショウ	商
タタム	畳む
シマ	縞
サンキュウ	産休
ケイタイ	形態
オヤジ	親父
コウタイ	後退
ジュンジル	準じる
ヒロウエン	披露宴
シッキャク	失脚
ツクリ	造り
ユサブル	揺さぶる
カガイ	課外
デコボコ	凸凹
ヌレル	濡れる
ケッコウ	決行
トリタテル	取り立てる
ムシロ	寧ろ
イコウ	移行
コベツ	個別
ダレカ	誰か
フモト	麓
ナマケル	怠ける
ショヒョウ	書評
クチズサム	口ずさむ
ワク	沸く
ボクシ	牧師
ウマイ	美味い
ユウビ	優美
ハイ	灰
フク	福
ゾウショウ	蔵相
オカシ	お菓子
フンシュツ	噴出
マメ	豆
イク	幾
ラッカン	楽観
カンテン	観点
ソクリョク	速力
ユウシ	融資
ホシュウ	補習
シタゴコロ	下心
ウカガウ	伺う
アコガレ	憧れ
ジタイ	字体
シンヤ	深夜
ニチヤ	日夜
フクラマス	膨らます
モチアゲル	持ち上げる
ハル	貼る
シンデン	神殿
トノサマ	殿様
ハルカ	遥か
イツ	何時
ケンヤク	倹約
サイクツ	採掘
コゼニ	小銭
コウコガク	考古学
トクハ	特派
ニオウ	臭う
ジョシ	女史
ササゲル	捧げる
ニカイダテ	二階建て
クギ	釘
タテ	盾
カンヨウ	寛容
タク	炊く
エイシャ	映写
クツガエス	覆す
マヌカレル	免れる
ノガス	逃す
セメ	攻め
スズム	涼む
インキョ	隠居
ホカ	他
キュウコン	球根
ハダシ	裸足
セッカイ	切開
フッキュウ	復旧
カイギシツ	会議室
ケンキュウシツ	研究室
イタダキ	頂
ノド	喉
ツマリ	詰まり
アトツギ	跡継ぎ
ウチワ	団扇
アオグ	扇ぐ
ニクラシイ	憎らしい
フウド	風土
ハリガミ	張り紙
オシヨセル	押し寄せる
ケンギョウ	兼業
キョウザイ	教材
ボコク	母国
チクショウ	畜生
ソンゾク	存続
ミナレル	見慣れる
センスイ	潜水
アンジル	案じる
ネボウ	寝坊
カフン	花粉
モフク	喪服
タンドク	単独
タンスイ	淡水
チュウフク	中腹
チュウショウ	抽象
レンメイ	連盟
コウザ	口座
セイショウネン	青少年
ズカン	図鑑
タンパクシツ	蛋白質
シュゲイ	手芸
リコン	利根
セキム	責務
アキレル	呆れる
モチキリ	持ち切り
タイカ	退化
テンカイ	転回
ケンシュウ	研修
チョウダイ	頂戴
ユウボク	遊牧
ゼイタク	贅沢
コジン	故人
カイカン	会館
シキュウ	支給
ハイキュウ	配給
ナニナニ	何々
カイゴ	介護
カイニュウ	介入
タイ	他意
シュウギョウ	就業
ネツリョウ	熱量
ソウコウ	走行
ゼッパン	絶版
キョウメイ	共鳴
グタイ	具体
イタズラ	悪戯
ドウヨウ	童謡
イギ	異議
イロン	異論
キン	菌
キッサ	喫茶
ミマン	未満
コッケイ	滑稽
ツモリ	積もり
ヒラガナ	平仮名
コウザ	講座
ジン	陣
チョクリュウ	直流
ヒトイキ	一息
ソウビ	装備
キョウジル	興じる
ゲキダン	劇団
シャレ	洒落
コウソウ	抗争
ツツシム	謹む
ハアク	把握
シトヤカ	淑やか
ヨビトメル	呼び止める
シュウエキ	収益
ジュウギョウ	従業
ツウセツ	痛切
ソレ	其れ
コウシンリョウ	香辛料
カクシュウ	隔週
ギャクテン	逆転
カフンショウ	花粉症
コクオウ	国王
オウ	王
テンカン	転換
チョウタン	長短
ジコクヒョウ	時刻表
カワク	渇く
ジョジョ	徐々
ハイゴ	背後
ミンシュク	民宿
イクラ	幾ら
イキナリ	行き成り
ノウヤク	農薬
ナシ	無し
タバコ	煙草
ナラウ	倣う
タマラナイ	堪らない
コウシュウ	講習
ソウダイ	壮大
ドウリョウ	同僚
シカク	視覚
シアガル	仕上がる
ヨウエキ	溶液
サオ	竿
コウサク	耕作
ガクゲイ	学芸
ゲイ	芸
シッチョウ	失調
ユウエツ	優越
フマエル	踏まえる
ナイシ	乃至
ビン	便
カヨウ	歌謡
フッコウ	復興
バクハ	爆破
ボッシュウ	没収
ジキ	磁気
ザイゲン	財源
オオスジ	大筋
ノドカ	長閑
フリョク	浮力
ホンノ	本の
スデニ	既に
トモニ	共に
ナオ	尚
ゼヒ	是非
アタリ	辺り
ミョウ	妙
キッカケ	切っ掛け
キレイ	奇麗
ナル	生る
ナンデモ	何でも
イヤシイ	卑しい
ナイラン	内乱
カクサン	拡散
ケイベツ	軽蔑
トウソツ	統率
ツカサドル	司る
カタワラ	傍ら
ヨソク	予測
フタ	蓋
コノゴロ	この頃
チカゴロ	近頃
トシゴロ	年頃
ツギメ	継ぎ目
フリダス	降り出す
ニョウ	尿
キョウサク	凶作
ギワク	疑惑
トマドイ	戸惑い
シュウガク	修学
ガッキュウ	学級
キュウ	級
チカン	痴漢
ケイゲン	軽減
ネンカン	年鑑
クライ	暗い
ムチャ	無茶
モラウ	貰う
シレイ	指令
フロシキ	風呂敷
コウボ	公募
ボキン	募金
ウラ	裏
ショウキョ	消去
ワク	湧く
フントウ	奮闘
シコウ	志向
シボウ	志望
キサイ	記載
タビ	足袋
コレ	此れ
ショウゴウ	照合
カビ	華美
マク	幕
ソッケナイ	素っ気ない
コウキョ	皇居
セイコウ	精巧
エンリョナク	遠慮なく
ゴク	語句
キュウリョウ	丘陵
テヌグイ	手拭い
サイタク	採択
チョ	著
ザイコ	在庫
テガケル	手掛ける
スナワチ	即ち
タクサン	沢山
イキガイ	生き甲斐
ダンリョク	弾力
マク	膜
コウセキ	功績
コンテイ	根底
キリ	桐
センキョウ	宣教
コガス	焦がす
ハキケ	吐き気
ドワスレ	度忘れ
ジバン	地盤
トガル	尖る
ジコウ	事項
ケンメイ	懸命
イドム	挑む
カイテイ	改訂
キュウジ	給仕
オネガイシマス	お願いします
カンケツ	簡潔
ハレル	腫れる
フゾク	附属
ケイキ	契機
トジル	綴じる
サシコム	差し込む
ハイキ	廃棄
マサニ	正に
ツウカン	痛感
イゾン	依存
カンラン	観覧
ヨウブン	養分
アンショウバンゴウ	暗証番号
オカゲサマデ	お蔭様で
ケッソク	結束
マユゲ	眉毛
ゲキゾウ	激増
カリ	狩り
ハッシャ	発射
ジンソク	迅速
ウズ	渦
オヒル	お昼
キネンヒ	記念碑
クビカザリ	首飾り
マキ	巻
ツクロウ	繕う
カクジュウ	拡充
ドコ	何処
ヘコム	凹む
コウケン	貢献
シカ	鹿
イキグルシイ	息苦しい
ザヒョウ	座標
トオマワリ	遠回り
ニオウ	匂う
カイジュウ	怪獣
カンレキ	還暦
オオガラ	大柄
コウチ	耕地
ハシゴ	梯子
ハチミツ	蜂蜜
チクサン	畜産
カンソ	簡素
ジュリツ	樹立
ケンヨウ	兼用
ヒナマツリ	雛祭
イチリツ	一律
リジュン	利潤
イタッテ	至って
シュウ	宗
フミコム	踏み込む
コウジョ	控除
クグル	潜る
タイマン	怠慢
アコガレル	憧れる
ギジドウ	議事堂
ヌラス	濡らす
ジュウ	銃
ザツボク	雑木
ヒルメシ	昼飯
カイガラ	貝殻
イタク	委託
ホロボス	滅ぼす
カンガイ	感慨
イッカツ	一括
シカケ	仕掛け
ゲンテン	原典
ヘダタル	隔たる
セイテキ	静的
キョウジュ	享受
ウチワケ	内訳
カタヅケ	片付け
シバ	芝
キリカエル	切り替える
アツカイ	扱い
ショム	庶務
カナウ	叶う
カナエル	叶える
モノスゴイ	物凄い
カンセイ	歓声
タタク	叩く
カンコク	勧告
クビワ	首輪
オウシン	往診
コウ	甲
カイテキ	快適
キョウド	郷土
トドコオル	滞る
サワヤカ	爽やか
ヘンセン	変遷
サエル	冴える
クラブ	倶楽部
ユガム	歪む
キョウコウ	強硬
イリョク	威力
コグ	漕ぐ
フゴウ	富豪
ヨキョウ	余興
カイラン	回覧
サンプク	山腹
ショウ	症
ラクノウ	酪農
レイテン	零点
ホウケン	封建
マク	蒔く
ジョウカ	城下
カッコ	括弧
ケル	蹴る
スイハンキ	炊飯器
スリ	刷り
ムク	剥く
ハゲル	剥げる
ハグ	剥ぐ
カシコマリマシタ	畏まりました
オツ	乙
アサ	麻
ハカル	諮る
アキ	明き
カム	噛む
ナデル	撫でる
タダシ	但し
アフレル	溢れる
ゴバン	碁盤
ナヤマシイ	悩ましい
ソル	剃る
ショジュン	初旬
ソロウ	揃う
ソロエル	揃える
ソクザニ	即座に
ジャガイモ	ジャガ芋
フク	拭く
シンテイ	進呈
シノグ	凌ぐ
ホッペタ	頬っぺた
カンコウ	慣行
テノヒラ	手の平
シャレル	洒落る
モウカル	儲かる
モウケル	儲ける
チョウシンキ	聴診器
ウタ	詩
キュウデン	宮殿
ノウド	濃度
タメル	溜める
タマル	溜まる
チャノユ	茶の湯
アキラメル	諦める
イッセイ	一斉
ノノシル	罵る
ケイバツ	刑罰
ゼツメツ	絶滅
オヨギ	泳ぎ
ツルス	吊るす
ツル	吊る
センニュウ	潜入
カグ	嗅ぐ
コウショウ	高尚
ワビ	詫び
ワビル	詫びる
ゴゾンジ	ご存知
ワラ	藁
コジ	孤児
タツ	発つ
ハイシャク	拝借
テッコウ	鉄鋼
タルム	弛む
ノセル	載せる
イカニモ	如何にも
イケナイ	行けない
オフクロ	お袋
オシャベリ	お喋り
カモシレナイ	かも知れない
クッツク	くっ付く
コダワル	拘わる
コレカラ	此れから
シキリニ	頻りに
ズラス	滑らす
ソシテ	然して
ソノウチ	その内
ソレカラ	其れから
ソレデ	其れで
ソレトモ	其れ共
ソレニ	其れに
ダラシナイ	だらし無い
ダルイ	怠い
トコロガ	所が
トンデモナイ	とんでも無い
ナゼナラ	何故なら
ブツカル	打つかる
マゴツク	間誤付く
モシ	若し
モシカシタラ	若しかしたら
モシカスルト	若しかすると
ヤッパリ	矢っ張り
ヤル	遣る
ガラス	硝子
コンクリート	混凝土
ダース	打
バネ	発条
ヨル	因る
ヌルイ	温い
クダラナイ	下らない
イツマデモ	何時までも
イツモ	何時も
ドコカ	何処か
ヤカマシイ	喧しい
アエテ	敢えて
マルデ	丸で
ウレシイ	嬉しい
キザ	気障
アナタ	貴方
ヨロシイ	宜しい
ヨロシク	宜しく
マシテ	況して
アクビ	欠伸
ミットモナイ	見っともない
クレル	呉れる
クレグレモ	呉れ呉れも
ゴメン	御免
オメデトウ	お目出度う
ゴマカス	誤魔化す
ココ	此処
コンニチハ	今日は
コンバンハ	今晩は
サヨウナラ	左様なら
スミマセン	済みません
シマウ	仕舞う
コトニヨル	事による
ウヌボレ	自惚れ
シカル	叱る
トックニ	疾っくに
モシクハ	若しくは
イトコ	従兄弟
トコロデ	所で
シッポ	尻尾
マサカ	真逆
ツイニ	遂に
スゴイ	凄い
ナルベク	成るべく
ナルホド	成程
アイニク	生憎
マズ	先ず
チギル	千切る
ヨウヤク	漸く
フサワシイ	相応しい
ソレデハ	其れでは
ソレデモ	其れでも
ソコデ	其処で
ワザト	態と
イタダキマス	頂きます
オトナシイ	大人しい
チョウド	丁度
シャベル	喋る
チョウ	超
スグ	直ぐ
カミソリ	剃刀
トウトウ	到頭
トン	屯
ドウシテ	如何して
ドウシテモ	如何しても
イカニ	如何に
ウルサイ	煩い
カブセル	被せる
オイシイ	美味しい
フト	不図
マズイ	不味い
シカシ	然し
シカモ	然も
オヨソ	凡そ
マダ	未だ
ムヤミニ	無闇に
ムチャクチャ	無茶苦茶
メチャクチャ	目茶苦茶
タヤスイ	容易い
サスガ	流石
コボレル	零れる
イツデモ	何時でも
コノ	此の
アラユル	有らゆる
アルイハ	或いは
オカズ	御数
オヤツ	お八つ
カナリ	可也
シッカリ	確り
スガスガシイ	清々しい
セッカク	折角
ノンキ	暢気
バラマク	散蒔く
ヒドイ	酷い
マスマス	益々
ワザワザ	態々
メデタイ	目出度い
セイ	所為
ツケル	点ける
アレコレ	彼此
オハヨウ	お早う
ソウシテ	然うして
タマニ	偶に
ハク	泊
ヒッコシ	引越し
ニブル	鈍る
ハジラウ	恥じらう
ソシ	阻止
ナガイ	永い
タンソ	炭素
コナゴナ	粉々
ヒザシ	陽射
セイジュン	清純
ゼン	膳
アマクチ	甘口
サンガク	山岳
ガイリャク	概略
ショクリョウ	食糧
ヨウガン	溶岩
アンザン	暗算
スエツケル	据え付ける
ウリアゲ	売上
タケ	丈
タンコウ	炭鉱
ヨロコブ	慶ぶ
ツケル	浸ける
カンベン	勘弁
カンヨウ	慣用
ハツミミ	初耳
キュウボウ	窮乏
ジョウ	嬢
キレイ	綺麗
イキサツ	経緯
ロウスイ	老衰
ヒロウ	披露
カタコト	片言
アル	或る
ニクイ	憎い
クヤム	悔やむ
ドヒョウ	土俵
ホゲイ	捕鯨
メス	召す
セン	栓
ゴランニナル	ご覧になる
ハサマル	挟まる
スマス	澄ます
カワイソウ	可哀想
ジョウキ	蒸気
ミツ	蜜
ハナミズ	鼻水
セリフ	台詞
カンソウキ	乾燥機
ショウユ	しょう油
キフク	起伏
カシワ	柏
ウケモチ	受持ち
ガイセツ	概説
モト	基
メモリ	目盛
カユ	粥
イチ	位地
マコトニ	真に
ヨイ	好い
ボウヤ	坊や
ナカミ	中味
オセジ	御世辞
タエル	断える
ナマヌルイ	生温い
メザマシ	目覚し
ジキ	磁器
ツカイ	遣い
スム	清む
メザマシイ	目覚しい
ナサケナイ	情無い
トゲ	刺
ソッチョク	卒直
カレラ	彼等
カシ	菓子
シハライ	支払
ソウ	僧
タマ	弾
トジマリ	戸締り
フルマウ	振舞う
ヨク	良く
ウタ	歌(う)
トオ	通(る)
ハズ	外(す)
ハナシア	話し合(う)
ウケト	受け取(る)
アラタ	改(める)
サダ	定(める)
マワ	回(す)
トイア	問い合(わせる)
デア	出会(う)
